공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적(㎡),공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
두정3리 마을쉼터,기타,,,,,668,등허리지압기+온몸근육풀기+온몸역기내리기+하늘걷기,조합놀이대+탄성고무칩포장,,,배수로+소화전+수목보호대+자연석쌓기+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
본정1리 마을쉼터,기타,,,,,999,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+조합놀이대,,,공적비+수목보호판+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
비전쌈지,기타,,,,,0,어깨근육풀기+온몸허리돌리기+지압보도,,,,U형측구+집수정+집수정뚜껑+트렌치뚜껑,,경기도 평택시청,031-8024-4247,2022-05-31
석근1리 마을쉼터,기타,,,,,423,마라톤운동기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기,,,,우수관+조형석+집수정+효자정문,,경기도 평택시청,031-8024-4247,2022-05-31
석봉리 마을쉼터,기타,,,,,1109,농구대(이동식)+마라톤운동기+배드민턴지주대(이동식)+온몸근육풀기+온몸역기내리기+온몸허리돌리기+운동장+하늘걷기,고무칩포장+조합놀이대,음수전,,디자인집수정+우수관+이음관+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
신대1리 마을쉼터,기타,,,,,999,마라톤운동기+배드민턴대+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무칩포장+시소+조합놀이대,,,우수관+이음관+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
신대2리 마을쉼터,기타,,,,,1668,마라톤운동기+배드민턴지주대(이동식)+온몸역기내리기+온몸허리돌리기+운동장+하늘걷기,고무칩포장+조합놀이대,,,옹벽+우수관+우수관 이음관+자연석쌓기+집수정+트랜치,,경기도 평택시청,031-8024-4247,2022-05-31
안정4리 마을쉼터,기타,,,,,999,어깨근육풀기+온몸근육풀기+온몸역기내리기+온몸허리돌리기,조합놀이대+탄성고무칩포장,자전거보관대,,수목보호판+집수정+흉관,,경기도 평택시청,031-8024-4247,2022-05-31
유천동 마을쉼터,기타,,,,,1680,농구대+농구장+다리뻗치기+등허리지압기+미니철봉+발바닥지압걷기+옆파도타기+온몸노젓기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+조합놀이대+흔들놀이,,,,,경기도 평택시청,031-8024-4247,2022-05-31
자란쌈지 마을쉼터,기타,,,,,425.7,어깨근육풀기+옆파도타기+온몸허리돌리기,,,,빗물받이+우수관,,경기도 평택시청,031-8024-4247,2022-05-31
평궁리 마을쉼터,기타,,,,,3986,농구대+농구장+등허리지압기+배구대+배구장+어깨근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+족구대(이동식),그네+그네보호대+모래포장+조합놀이대+흔들놀이,음수전+자전거거치대+주차장+화장실,,PE 빗물받이+SKATE MASTER+맹암거+벤치플륨관+우수관+집수정+트랜치,,경기도 평택시청,031-8024-4247,2022-05-31
오좌 어린이공원,어린이공원,,,,,1782.8,마라톤운동기+어깨근육풀기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+평행봉+하늘걷기,,,,집수정,1991-06-18,경기도 평택시청,031-8024-4247,2022-05-31
옹기 어린이공원,어린이공원,,,,,1654.7,옆타도타기+온몸허리돌리기+하늘걷기,그네+시소+조합놀이대,음수대,,,1980-01-29,경기도 평택시청,031-8024-4247,2022-05-31
29호 어린이공원(서정동),어린이공원,,,,,6117,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
2호 어린이공원(여염리),어린이공원,,,,,2072,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
30호 어린이공원(율포리),어린이공원,,,,,2098,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
31호 어린이공원(좌교리),어린이공원,,,,,4674,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
32호 어린이공원(해창리),어린이공원,,,,,2280,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
33호 어린이공원(해창리),어린이공원,,,,,2258,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
34호 어린이공원(여염리),어린이공원,,,,,1585,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
35호 어린이공원(여염리),어린이공원,,,,,1712,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
36호 어린이공원(여염리),어린이공원,,,,,1864,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
37호 어린이공원(장당동),어린이공원,,,,,2134,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
38호 어린이공원(서정동),어린이공원,,,,,1625,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
39호 어린이공원(서정동),어린이공원,,,,,1509,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
40호 어린이공원(두릉리),어린이공원,,,,,1522,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
41호 어린이공원(두릉리),어린이공원,,,,,2182,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
42호 어린이공원(두릉리),어린이공원,,,,,2345,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
43호 어린이공원(해창리),어린이공원,,,,,1511,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
44호 어린이공원(율포리),어린이공원,,,,,2369,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
45호 어린이공원(율포리),어린이공원,,,,,1868,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
46호 어린이공원(해창리),어린이공원,,,,,1857,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
47호 어린이공원(당현리),어린이공원,,,,,9166,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
48호 어린이공원(율포리),어린이공원,,,,,8114,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
49호 어린이공원(율포리),어린이공원,,,,,9077,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
50호 어린이공원(해창리),어린이공원,,,,,6614,,,,,,2015-04-03,경기도 평택시청,031-8024-4247,2022-05-31
8호 어린이공원(서정동),어린이공원,,,,,2542,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
9호 어린이공원(서정동),어린이공원,,,,,5638,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
원동 근린공원 (모산영신지구),근린공원,,,,,11669,,,,,,2009-09-30,경기도 평택시청,031-8024-4247,2022-05-31
은실 근린공원,근린공원,,,,,276422,,,,,,1972-08-25,경기도 평택시청,031-8024-4247,2022-05-31
이화 근린공원(용이지구 2호),근린공원,,,,,16742,마라톤운동기+옆파도타기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+자유철봉기,조합놀이대+탄성고무칩포장+흔들놀이,음수전+화장실,,PVC이중벽관+U형측구+떼수로+배수로+상수관로+새들분수전,2003-12-04,경기도 평택시청,031-8024-4247,2022-05-31
죽백 근린공원(용죽지구),근린공원,,,,,49638.6,옆파도타기운동+오금펴기운동+온몸근육풀기운동+하늘걷기운동+허리돌리기운동,그네놀이대+놀이시설 경계+조합놀이대1+흔들놀이대,자전거보관대+화장실,,배수관+오수관(토목공사분)(PVC PIPE)+오수맨홀(토목공사분)+집수정+측구수로관,2010-11-24,경기도 평택시청,031-8024-4247,2022-05-31
지제울 근린공원(지제 세교지구),근린공원,,,,,44650,,,,,,2013-09-03,경기도 평택시청,031-8024-4247,2022-05-31
추팔 근린공원(송화택지),근린공원,,,,,11053,네트걸이대+운동장+평행봉+풋살골대,,음수전+화장실,,수도시설+집수정+측구배수,2000-10-24,경기도 평택시청,031-8024-4247,2022-05-31
통복(원평) 근린공원,근린공원,,,,,11781,농구대+농구장+다리뻗치기+마라톤운동기+배드민턴장+양팔줄당기기+어깨근육풀기+옆파도타기+온몸역기내리기+온몸역기올리기+온몸허리돌리기+지압보도+철봉+평행봉+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대,음수전+주차장,,우수맨홀+지압보도장 기념비+집수정+트랜치,1989-08-19,경기도 평택시청,031-8024-4247,2022-05-31
진위3일반산단1호 소공원,소공원,,,,,8731,,,,,,2015-10-15,경기도 평택시청,031-8024-4247,2022-05-31
진위3일반산단2호 소공원,소공원,,,,,1500,,,,,,2015-10-15,경기도 평택시청,031-8024-4247,2022-05-31
칠원 소공원,소공원,,,,,3863,다리뻗치기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,,음수전,,공적비+기념비석+스탬프 찍는곳+연결관+자연석쌓기+준공기념비+칠원동주민송덕비+트랜치,1996-12-17,경기도 평택시청,031-8024-4247,2022-05-31
풍진 소공원(신설),소공원,,,,,850,,,,,,1980-01-29,경기도 평택시청,031-8024-4247,2022-05-31
상서재 2호 수변공원(동삭2지구),수변공원,,,,,9484,,,,,,2014-03-17,경기도 평택시청,031-8024-4247,2022-05-31
소풍정원,수변공원,,,,,112245,,그네+그네보호대+모래포장+반원터널분수+우산워터드롭+워터샤워+조합놀이대+탄성고무칩포장,샤워장+세척장+음수전+화장실,,PE이중벽관+맹암거+미로원+빗물받이+소풍정원액자 포토존+수질정화기+엣지+자연석쌓기+집수정,2016-02-29,경기도 평택시청,031-8024-4247,2022-05-31
수변공원 10호,수변공원,,,,,11800,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
수변공원 11호,수변공원,,,,,10395,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
수변공원 12호,수변공원,,,,,26763,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
수변공원 13호,수변공원,,,,,13428,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
수변공원 14호,수변공원,,,,,8285,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
수변공원 15호,수변공원,,,,,30638,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"수변공원 1호(고덕국제화지구,해창리)",수변공원,,,,,4809,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"수변공원 2호(고덕국제화지구,궁리)",수변공원,,,,,67862,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"수변공원 3호(고덕국제화지구,해창리)",수변공원,,,,,56051,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"수변공원 4호(고덕국제화지구,궁리)",수변공원,,,,,15746,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"수변공원 5호(고덕국제화지구,좌교리)",수변공원,,,,,8662,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
통복 어린이공원,어린이공원,,,,,2821,농구대+농구장+등허리지압기+발바닥지압대(반원형)+어깨근육풀기+옆파도타기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+철봉+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대,화장실,,수목보호대+오수관+조형석+조형탑(봉사의탑)+집수정+흉관,1989-08-30,경기도 평택시청,031-8024-4247,2022-05-31
13호 근린공원,근린공원,,,,,673747,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
14호 근린공원,근린공원,,,,,19999,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"2호 근린공원(고덕국제화지구,서정동)",근린공원,,,,,186797,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"3호 근린공원(고덕국제화지구,당현리)",근린공원,,,,,70920,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"4호 근린공원(고덕국제화지구,두릉리)",근린공원,,,,,23246,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"5호 근린공원(고덕국제화지구,율포리)",근린공원,,,,,38267,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"6호 근린공원(고덕국제화지구,좌교리)",근린공원,,,,,59444,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"7호 근린공원(고덕국제화지구,두릉리)",근린공원,,,,,26170,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"8호 근린공원(고덕국제화지구,두룡리)",근린공원,,,,,36470,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
"9호 근린공원(고덕국제화지구,율포리)",근린공원,,,,,22200,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
LG Digital Park,근린공원,,,,,19939.5,체력단련시설+체력단련장1+체력단련장2,,,,도수로+벤치플륨관+산마루측구+우배수시설+우수맨홀+우수받이+우수받이연결관+절토구간+집수정+집수정연결관,2013-09-11,경기도 평택시청,031-8024-4247,2022-05-31
가곡 근린공원,근린공원,,,,,18268,,,,,,2006-06-13,경기도 평택시청,031-8024-4247,2022-05-31
갈곶 근린공원(진위제2산업단지),근린공원,,,,,12781,다리뻗치기+마라톤운동+어깨근육풀기+역기내리기+역기올리기+인조잔디 라인마킹(풋살장 시설 및 포장)+풋살골대(이동식)(풋살장 시설 및 포장)+풋살장+하늘걷기,,음수전+자전거보관대+화장실,,DRAIN Valve+Q.C Valve+U형 플륨관+급수관+맹암거 간선+맹암거 간선(풋살장 우배수)+맹암거 지선+맹암거 지선(풋살장 우배수)+스틸그레이팅(풋살장 시설 및 포장)+연결관+오수받이(PE)+자연석쌓기B+잔디수로+제수변+집수정+집수정(풋살장 우배수)+측구수로관(풋살장 우배수),2013-12-05,경기도 평택시청,031-8024-4247,2022-05-31
견산 근린공원,근린공원,,,,,53243,,,,,,2006-06-13,경기도 평택시청,031-8024-4247,2022-05-31
궁2리 근린공원(궁리2지구),근린공원,,,,,19409,,,,,,2016-04-28,경기도 평택시청,031-8024-4247,2022-05-31
모곡 근린공원,근린공원,,,,,27546.6,게이트볼장+온몸근육풀기+온몸허리돌리기+윗몸일으키기+축구대+축구장+테니스 네트대+테니스 심판대+테니스장+하늘걷기,,자전거거치대+주차장+화장실,,PE 빗물받이+공단준공기념비+우수관+조회대+트랜치+하수관천공접합,1988-04-23,경기도 평택시청,031-8024-4247,2022-05-31
11호 근린공원,근린공원,,,,,61914,,,,,,2013-01-04,경기도 평택시청,031-8024-4247,2022-05-31
반지산(돌산) 근린공원,근린공원,,,,,25136.2,다리뻗치기+등허리지압기+배드민턴장+배드민턴지주대+온몸근육풀기+온몸허리돌리기+지압보도,고무매트포장+조합놀이대,화장실,,PE 빗물받이+U형측구+맨홀+맨홀뚜껑+배수관+배수로+산석경계벽+상수관+오수관+옹벽+자연석쌓기+집수정+플륨관,2002-05-29,경기도 평택시청,031-8024-4247,2022-05-31
봉골 근린공원(고덕일반산업단지),근린공원,,,,,115620.2,다목적운동장,,음수전+자전거보관대+화장실,,L형측구+PE빗물받이+QC밸브+배수관(PE이중벽관)+배수관(PVC PIPE)+상수관로+오수관로(PE이중벽관)+집수정A+측구B+측구수로관+측구수로관A,2010-11-16,경기도 평택시청,031-8024-4247,2022-05-31
봉남 근린공원,근린공원,,,,,0,,,,,,2006-06-13,경기도 평택시청,031-8024-4247,2022-05-31
당거1리 마을쉼터,기타,,,,,987,고무매트포장+등허리지압기+온몸근육풀기+온몸허리돌리기+지압보도+하늘걷기,고무매트포장+조합놀이대+흔들놀이,음수전,,배수로+상수관+수목보호홀덮개+우수관+제수변+집수정+트랜치,,경기도 평택시청,031-8024-4247,2022-05-31
당거2리 마을쉼터,기타,,,,,2000,등허리지압기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,고무칩포장+조합놀이대,,,수목보호판+우수관+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
당거3리 마을쉼터,기타,,,,,1140,고무매트포장+농구대+농구코트+등허리지압기+발바닥지압걷기+온몸근육풀기+온몸허리돌리기+하늘걷기,고무매트포장+시소+조합놀이대+흔들놀이,음수전,,수목보호대+트랜치,,경기도 평택시청,031-8024-4247,2022-05-31
대반1리 마을쉼터,기타,,,,,1000,등허리지압기+마라톤운동기+온몸역기내리기+온몸허리돌리기+족구대+하늘걷기,그네(파도형파고라)+모래포장,음수전,,L형측구+맹암거+사각수로관+우수관+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
대반2리 마을쉼터,기타,,,,,1000,마라톤운동기+배드민턴지주대+온몸근육풀기+온몸역기내리기+온몸허리돌리기+하늘걷기,미끄럼틀,음수대,,우수관+원형수로관+자연석쌓기+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
대반3리 마을쉼터,기타,,,,,1105,온몸근육풀기+온몸역기내리기+온몸허리돌리기+족구대+하늘걷기,,음수전,,상수관+우수관+집수정,,경기도 평택시청,031-8024-4247,2022-05-31
부락산분수 근린공원,근린공원,,,,,161070,농구대+등허리지압기+마라톤운동기+옆파도타기+온몸역기올리기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+온몸역기내리기+하늘걷기,,음수전+화장실,,소화전+시계탑+옹벽+집수정+컨츄리매너 옹벽+트랜치,2010-12-30,경기도 평택시청,031-8024-4247,2022-05-31
상서재 근린공원(동삭2지구),근린공원,,,,,16326,,,,,,2013-05-08,경기도 평택시청,031-8024-4247,2022-05-31
상서재서초 근린공원(동삭2지구),근린공원,,,,,13005,,,,,,2013-05-08,경기도 평택시청,031-8024-4247,2022-05-31
서정 근린공원,근린공원,,,,,18910,거꾸로매달리기+건너기+다리뻗치기+다리올리기+등치기+등허리지압기+마라톤운동기+벤치프레스+어깨근육풀기+옆파도타기+오금펴기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+철봉+평행봉+하늘걷기,,음수전+화장실,,옹벽+자연석쌓기+집수정+측량기준점+트랜치+현충탑,1966-08-31,경기도 평택시청,031-8024-4247,2022-05-31
석정 근린공원,근린공원,,,,,321558,,,,,,1987-05-11,경기도 평택시청,031-8024-4247,2022-05-31
송탄 근린공원,근린공원,,,,,182249,게이트볼장+고무매트포장+넓적다리펴기운동+농구대+다리올리기+등부딪히기+등허리지압기+마라톤운동기+매달리기+배드민턴장+배드민턴지주대+벤치프레스+옆파도타기+오금펴기+온몸노젓기+온몸근육풀기+온몸노젓기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+인라인스케이트장+자유철봉+지압보도+철봉+링+팔굽혀피기+평행봉+하늘걷기,고무매트포장+고무칩포장+구름사다리+그네+그네보호대+시소+조합놀이대+흔들놀이,급수전+음수대+자전거거치대+주차장+화장실,,무덤+배수로+옹벽+자연석쌓기+트랜치,1976-12-18,경기도 평택시청,031-8024-4247,2022-05-31
수촌 근린공원(수촌지구),근린공원,,,,,12249,,,,,,2009-12-16,경기도 평택시청,031-8024-4247,2022-05-31
신장 근린공원,근린공원,,,,,89174,2단 철봉+게이트볼장+농구대(이동식)+농구장+다리뻗치기+등허리지압기+마라톤운동기+벤치프레스+어깨근육풀기+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+윗몸일으키기+인라인스케이트장+족구장+족구지주+하늘걷기,고무칩포장+그네+모형기차+조합놀이대,음수전+자전거보관대+화장실,,빗물받이+수목보호대+옹벽+우수관+준공기념비+측구수로,1987-05-11,경기도 평택시청,031-8024-4247,2022-05-31
신촌 새말 근린공원,근린공원,,,,,12317,,,,,,2009-12-16,경기도 평택시청,031-8024-4247,2022-05-31
신흥 어린이공원(신흥지구),어린이공원,,,,,2359,마라톤운동+하늘걷기+허리돌리기,그네+놀이시설 경계+시소+조합놀이대+흔들놀이,,,수목보호홀덮개+연결관+우수관+원형맨홀+원형수로관+원형수로관집수정+집수정,2010-09-27,경기도 평택시청,031-8024-4247,2022-05-31
안정 어린이공원(안정지구 6호),어린이공원,,,,,4858.3,다리뻗치기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,고무칩포장+그네+그네보호대+모래포장+시소(2인용)+조합놀이대+흔들놀이,음수대,,스탠드+원심력수로관+원형플랜터A+집수정+집수정연결관A+트랜치,2010-12-09,경기도 평택시청,031-8024-4247,2022-05-31
암석 제3호 어린이공원(영신지구),어린이공원,,,,,2269,,,,,,2010-01-29,경기도 평택시청,031-8024-4247,2022-05-31
앞마당 어린이공원(용죽지구),어린이공원,,,,,3613,옆파도운동+오금펴기운동+하늘걷기운동+허리돌리기운동,그네놀이대+놀이시설 경계+시소놀이대,자전거보관대,,배수관+집수정,2010-11-24,경기도 평택시청,031-8024-4247,2022-05-31
어린이공원(통복지구),어린이공원,,,,,1567,,,,,,2016-08-12,경기도 평택시청,031-8024-4247,2022-05-31
어울림 어린이공원(현촌지구),어린이공원,,,,,3951,마라톤운동기+옆파도타기+하늘걷기,고무칩포장+그네+그네보호대+시소+조합놀이대+흔들놀이,자전거거치대,,,2010-09-24,경기도 평택시청,031-8024-4247,2022-05-31
어인남 어린이공원,어린이공원,,,,,985,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+이형판석포장+하늘걷기,그네+모래포장+조합놀이대+흔들놀이,,,공원조형탑+집수정,1990-04-12,경기도 평택시청,031-8024-4247,2022-05-31
어제 3호 어린이공원(모산영신지구),어린이공원,,,,,1887,,,,,,2009-09-30,경기도 평택시청,031-8024-4247,2022-05-31
용이1호 어린이공원(용이지구),어린이공원,,,,,1805,마라톤운동기+온몸근육풀기+온몸역기내리기+온몸허리돌리기+윗몸일으키기+탄성고무칩포장,그네+그네보호대+조합놀이대+탄성고무칩포장+흔들놀이,,,집수정+흉관,2003-12-04,경기도 평택시청,031-8024-4247,2022-05-31
용이2호 어린이공원(용이지구),어린이공원,,,,,1849,마라톤운동기+옆파도타기+온몸근육풀기+윗몸일으키기+탄성고무칩포장,그네+그네보호대+시소+조합놀이대+탄성고무칩포장+흔들놀이,,,집수정+흉관,2003-12-04,경기도 평택시청,031-8024-4247,2022-05-31
용이3호 어린이공원(용이지구),어린이공원,,,,,1914,,고무매트포장+구름사다리+그네+그네보호대+사다리놀이기+시소+조합놀이대+흔들놀이,,,수목보호홀덮개,2003-12-04,경기도 평택시청,031-8024-4247,2022-05-31
용이4호 어린이공원(용이지구),어린이공원,,,,,2589,농구대+농구장+옆파도타기+온몸허리돌리기+윗몸일으키기,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,,,집수정+흉관,2003-12-04,경기도 평택시청,031-8024-4247,2022-05-31
우주별 어린이공원(소사벌택지 8호),어린이공원,,,,,1688,옆파도타기+온몸허리돌리기+하늘걷기,고무칩포장+엑스시소+조합놀이대+흔들놀이,,,우수관로+집수정,2007-11-07,경기도 평택시청,031-8024-4247,2022-05-31
원앙 어린이공원,어린이공원,,,,,1597.4,농구대+농구장+다리뻗치기+어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+흔들놀이,화장실,,집수정,1992-03-13,경기도 평택시청,031-8024-4247,2022-05-31
원평14통(삽다리) 어린이공원,어린이공원,,,,,1500,,,,,,2016-02-29,경기도 평택시청,031-8024-4247,2022-05-31
은행 어린이공원,어린이공원,,,,,5081,다리쭉뻗기+허리돌리기+배드민턴장+배드민턴지주대+어깨근육풀기+상체근육풀기+크로스컨츄리+전신하늘걷기,그네+모래테이블+모래포장+시소+조합놀이대+흔들놀이,음수전+화장실+휠체어경사로,,각관지주대+기존소나무 수목보호판+맹암거(간선)+맹암거(지선)+빗물받이+옹벽+와이어형지주대+우수관+집수정+트랜치,1989-07-20,경기도 평택시청,031-8024-4247,2022-05-31
이곡 어린이공원,어린이공원,,,,,2436,마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+시소+원형사다리놀이+조합놀이대+흔들놀이,화장실,,집수정,1989-07-20,경기도 평택시청,031-8024-4247,2022-05-31
장미 어린이공원,어린이공원,,,,,1819,다리뻗치기+옆파도타기+마라톤운동+온몸허리돌리기+어깨근육풀기+하늘걷기+온몸노젓기+하늘걷기,모래포장+시소+조합놀이대+흔들놀이,,,맹암거(간선)+맹암거(지선)+수목보호대+집수정+흉관,2002-05-02,경기도 평택시청,031-8024-4247,2022-05-31
정글 어린이공원(소사벌택지 12호),어린이공원,,,,,1562.3,롤링웨이스트(일반형)+스텝싸이클+체어웨이트+트윈트위스트,고무칩포장+사자 스텝퍼+원숭이 매달리기+조합놀이대+캥거루허리돌리기+흔들놀이,,,우수관로+원형수로관+조립식배수로+집수정+측구수로관(포장용),2011-12-30,경기도 평택시청,031-8024-4247,2022-05-31
정원 어린이공원,어린이공원,,,,,5322,마라톤운동기+옆파도타기+온몸근육풀기+온몸역기올리기+온몸허리돌리기+하늘걷기,고무칩포장+조합놀이대+흔들놀이,화장실,,L형측구+맹암거(간선)+맹암거(지선)+빗물받이+우수관+자연석쌓기+집수정+하수관천공접합,1989-07-20,경기도 평택시청,031-8024-4247,2022-05-31
조개터 1호 어린이공원,어린이공원,,,,,1632.8,등허리지압기+마라톤운동+옆파도타기+온몸근육풀기+온몸허리돌리기,그네(2인용)+그네보호대 +시소(4인용)+조합놀이대+흔들놀이대,,,집수정,1993-12-03,경기도 평택시청,031-8024-4247,2022-05-31
조개터2호 어린이공원,어린이공원,,,,,1974.1,온몸근육풀기+하늘걷기+허리돌리기,그네(2인용)+시소(2인용)+조합놀이대,,,PE빗물받이+집수정+측구수로관,1989-08-30,경기도 평택시청,031-8024-4247,2022-05-31
청솔 어린이공원,어린이공원,,,,,1604.3,농구대+농구장,그네+그네보호대+모래포장+조합놀이대+흔들놀이,화장실,,배수로+집수정,1992-03-13,경기도 평택시청,031-8024-4247,2022-05-31
추팔 어린이공원,어린이공원,,,,,8329,축구대+축구장,,음수대+화장실,,집수정+측구수로,2000-10-24,경기도 평택시청,031-8024-4247,2022-05-31
통미 어린이공원,어린이공원,,,,,1990,마라톤운동기+어깨근육풀기+온몸허리돌리기+윗몸일으키기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대+흔들놀이,,,집수정,1990-04-12,경기도 평택시청,031-8024-4247,2022-05-31
팽성 어린이공원,어린이공원,,,,,6173,다리근육풀기+마라톤운동기+옆파도타기+온몸근육풀기+온몸노젓기+온몸역기올리기+온몸허리돌리기+철봉+하늘걷기,고무칩포장+그네+그네보호대+조합놀이대+흔들놀이,음수전+화장실,,맹암거+배수관+옹벽+자연석쌓기+집수정+트랜치,1975-07-12,경기도 평택시청,031-8024-4247,2022-05-31
팽송 어린이공원,어린이공원,,,,,1616,농구대+농구장+마라톤운동기+옆파도타기+온몸근육풀기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래포장+시소+조합놀이대,,,수목보호대+집수정,1999-03-19,경기도 평택시청,031-8024-4247,2022-05-31
평일 어린이공원,어린이공원,,,,,1985,어깨근육풀기+옆파도타기+온몸허리돌리기+하늘걷기,그네+그네보호대+모래막이+모래포장+시소(2인용)+조합놀이대+흔들놀이,,,PE이중벽관+수목보호틀+집수정+트랜치,1990-04-12,경기도 평택시청,031-8024-4247,2022-05-31
풍물 제2호 어린이공원(모산영신지구),어린이공원,,,,,2320,,,,,,2009-09-30,경기도 평택시청,031-8024-4247,2022-05-31
하늘 어린이공원(소사벌택지 7호),어린이공원,,,,,1776.1,롤링웨이스트(일반형)+배드민턴장+배드민턴지주대+크로스컨트리+트윈트위스트,고무칩포장+조합놀이대+흔들놀이,,,우수관로+원형수로관+집수정,2007-11-07,경기도 평택시청,031-8024-4247,2022-05-31
